title,main_genre,main_company,budget,revenue,profit,runtime,original_language,vote_average,release_date,popularity,profit_category,budget_category,roi
Ace Ventura: When Nature Calls,Crime,O Entertainment,30000000,212385533,182385533,90.0,en,6.1,1995-11-10,34.391792,High Profit,Low Budget,7.079517766666667
The Princess Diaries,Comedy,Walt Disney Pictures,37000000,165335153,128335153,115.0,en,6.5,2001-08-03,40.176265,High Profit,Medium Budget,4.468517648648649
The First Wives Club,Comedy,Scott Rudin Productions,26000000,116400000,90400000,102.0,en,6.5,1996-09-20,10.704596,Medium Profit,Low Budget,4.476923076923077
Se7en,Crime,New Line Cinema,33000000,327311859,294311859,127.0,en,8.1,1995-09-22,79.579532,High Profit,Medium Budget,9.918541181818181
District 9,Science Fiction,WingNut Films,30000000,210819611,180819611,112.0,en,7.3,2009-08-05,63.13678,High Profit,Low Budget,7.027320366666666
The SpongeBob SquarePants Movie,Animation,Paramount Pictures,30000000,140161792,110161792,87.0,en,6.7,2004-11-14,27.870755,High Profit,Low Budget,4.672059733333334
Mystic River,Thriller,Village Roadshow Pictures,25000000,156822020,131822020,138.0,en,7.6,2003-10-07,31.242999,High Profit,Low Budget,6.2728808
Million Dollar Baby,Drama,Lakeshore Entertainment,30000000,216763646,186763646,132.0,en,7.7,2004-12-15,70.456012,High Profit,Low Budget,7.2254548666666665
Analyze This,Comedy,Spring Creek Productions,80000000,176885658,96885658,103.0,en,6.4,1999-03-05,29.415229,Medium Profit,Medium Budget,2.211070725
The Notebook,Romance,New Line Cinema,29000000,115603229,86603229,123.0,en,7.7,2004-06-25,55.109138,Medium Profit,Low Budget,3.98631824137931
27 Dresses,Comedy,Spyglass Entertainment,30000000,160259319,130259319,111.0,en,6.1,2008-01-10,30.695228,High Profit,Low Budget,5.3419773
Hannah Montana: The Movie,Comedy,Walt Disney Pictures,35000000,155545279,120545279,102.0,en,6.0,2009-04-10,13.788422,High Profit,Medium Budget,4.444150828571429
Rugrats in Paris: The Movie,Adventure,Paramount Pictures,30,103,73,78.0,it,6.0,2000-09-14,4.590277,Medium Profit,Low Budget,3.433333333333333
The Prince of Tides,Drama,Columbia Pictures,30000000,74787599,44787599,132.0,en,5.9,1991-12-25,3.845231,Medium Profit,Low Budget,2.492919966666667
Legends of the Fall,Adventure,Bedford Falls Productions,30000000,160638883,130638883,133.0,en,7.2,1994-12-16,26.952727,High Profit,Low Budget,5.354629433333334
Up in the Air,Drama,Paramount Pictures,25000000,163670000,138670000,109.0,en,6.7,2009-09-05,33.704181,High Profit,Low Budget,6.5468
About Schmidt,Drama,New Line Cinema,30000000,105834556,75834556,125.0,en,6.7,2002-12-13,19.925026,Medium Profit,Low Budget,3.5278185333333334
Warm Bodies,Horror,Summit Entertainment,35000000,116980662,81980662,97.0,en,6.4,2013-01-31,43.742241,Medium Profit,Medium Budget,3.3423046285714286
Looper,Action,Endgame Entertainment,30000000,47042000,17042000,118.0,en,6.6,2012-09-26,46.377628,Medium Profit,Low Budget,1.5680666666666667
Babe,Fantasy,Universal Pictures,30000000,254134910,224134910,89.0,en,6.0,1995-07-18,34.36645,High Profit,Low Budget,8.471163666666667
Hope Springs,Drama,Columbia Pictures,30000000,114281051,84281051,100.0,en,5.8,2012-08-07,12.967137,Medium Profit,Low Budget,3.8093683666666665
Forgetting Sarah Marshall,Comedy,Universal Pictures,30000000,105173115,75173115,111.0,en,6.4,2008-04-17,50.670253,Medium Profit,Low Budget,3.5057705
Four Brothers,Action,Paramount Pictures,45000000,92374674,47374674,109.0,en,6.7,2005-08-11,24.694551,Medium Profit,Medium Budget,2.0527705333333333
Baby Mama,Comedy,Relativity Media,30000000,63833449,33833449,99.0,en,5.8,2008-04-23,11.409124,Medium Profit,Low Budget,2.1277816333333335
Bride Wars,Comedy,Dune Entertainment,30000000,114663461,84663461,89.0,en,5.9,2009-01-09,33.385429,Medium Profit,Low Budget,3.8221153666666665
Without a Paddle,Action,Paramount Pictures,19000000,69631118,50631118,95.0,en,5.3,2004-08-20,8.584398,Medium Profit,Low Budget,3.6647956842105263
13 Going on 30,Comedy,Columbia Pictures,37000000,96455697,59455697,98.0,en,6.3,2004-04-13,41.569541,Medium Profit,Medium Budget,2.6069107297297296
Midnight in Paris,Fantasy,Gravier Productions,30000000,151119219,121119219,94.0,en,7.4,2011-05-11,43.753585,High Profit,Low Budget,5.0373073
Blow,Crime,New Line Cinema,53000000,83282296,30282296,124.0,en,7.4,2001-04-04,28.350529,Medium Profit,Medium Budget,1.5713640754716982
Message in a Bottle,Romance,Bel Air Entertainment,80000000,118880016,38880016,131.0,en,5.8,1999-02-22,10.81051,Medium Profit,Medium Budget,1.4860002
Star Trek V: The Final Frontier,Science Fiction,Paramount Pictures,30000000,70200000,40200000,107.0,en,5.6,1989-06-09,19.578249,Medium Profit,Low Budget,2.34
The Naked Gun 33⅓: The Final Insult,Comedy,Paramount Pictures,30000000,51132598,21132598,83.0,en,6.3,1994-03-18,28.624038,Medium Profit,Low Budget,1.7044199333333334
A View to a Kill,Adventure,Eon Productions,30000000,152427960,122427960,131.0,en,6.0,1985-05-24,27.230493,High Profit,Low Budget,5.080932
The Curse of the Were-Rabbit,Adventure,Aardman Animations,30000000,192452832,162452832,85.0,en,6.8,2005-09-04,30.380747,High Profit,Low Budget,6.4150944
P.S. I Love You,Drama,Wendy Finerman Productions,30000000,156835339,126835339,126.0,en,6.9,2007-11-15,29.489274,High Profit,Low Budget,5.2278446333333335
Racing Stripes,Comedy,Alcon Entertainment,30000000,93772522,63772522,102.0,en,5.1,2005-01-06,8.058109,Medium Profit,Low Budget,3.125750733333333
Atonement,Drama,Universal Pictures,30000000,129266061,99266061,123.0,en,7.4,2007-08-29,33.369305,Medium Profit,Low Budget,4.3088687
Black Rain,Action,Paramount Pictures,30000000,45892212,15892212,125.0,en,6.2,1989-09-22,11.19602,Medium Profit,Low Budget,1.5297404
The Three Stooges,Comedy,Wessler Entertainment,30000000,54819301,24819301,92.0,en,4.9,2012-04-13,14.585968,Medium Profit,Low Budget,1.8273100333333334
Corpse Bride,Romance,Tim Burton Animation Company,40000000,117195061,77195061,77.0,en,7.2,2005-09-09,43.571612,Medium Profit,Medium Budget,2.929876525
Sicario,Action,Lionsgate,30000000,84025816,54025816,121.0,en,7.2,2015-09-17,55.424027,Medium Profit,Low Budget,2.800860533333333
Southpaw,Action,Escape Artists,30000000,91709827,61709827,123.0,en,7.3,2015-06-15,65.364452,Medium Profit,Low Budget,3.0569942333333335
Drag Me to Hell,Horror,Universal Pictures,30000000,90810892,60810892,99.0,en,6.2,2009-03-15,45.083509,Medium Profit,Low Budget,3.0270297333333334
The Age of Adaline,Fantasy,Lakeshore Entertainment,25000000,65663276,40663276,112.0,en,7.4,2015-04-16,82.052056,Medium Profit,Low Budget,2.62653104
Step Up 3D,Drama,Summit Entertainment,30000000,159291809,129291809,107.0,en,6.6,2010-08-04,25.060342,High Profit,Low Budget,5.309726966666667
Blue Crush,Adventure,Imagine Entertainment,25000000,51842679,26842679,104.0,en,5.6,2002-08-08,11.42943,Medium Profit,Low Budget,2.07370716
Stranger Than Fiction,Comedy,Mandate Pictures,30000000,53653224,23653224,113.0,en,7.1,2006-09-09,32.26789,Medium Profit,Low Budget,1.7884408
30 Days of Night,Horror,Columbia Pictures,30000000,75505973,45505973,113.0,en,6.2,2007-10-17,33.394082,Medium Profit,Low Budget,2.5168657666666667
The Cabin in the Woods,Horror,Lionsgate,30000000,66486080,36486080,95.0,en,6.5,2012-04-12,73.987775,Medium Profit,Low Budget,2.2162026666666668
Meet the Spartans,Comedy,Regency Enterprises,30000000,84646831,54646831,84.0,en,3.7,2008-01-24,10.608998,Medium Profit,Low Budget,2.8215610333333334
Midnight Run,Adventure,Universal Pictures,30000000,38413606,8413606,126.0,en,7.2,1988-07-20,12.821329,Medium Profit,Low Budget,1.2804535333333333
The Running Man,Action,Keith Barish Productions,27000000,38122105,11122105,101.0,en,6.4,1987-11-13,30.131498,Medium Profit,Low Budget,1.4119298148148147
Little Shop of Horrors,Horror,The Geffen Company,25000000,38748395,13748395,94.0,en,6.6,1986-12-19,12.113235,Medium Profit,Low Budget,1.5499358
Hanna,Action,Focus Features,30000000,63782078,33782078,111.0,en,6.5,2011-04-07,31.191975,Medium Profit,Low Budget,2.1260692666666667
Mortal Kombat: Annihilation,Action,New Line Cinema,30000000,51376861,21376861,95.0,en,3.8,1997-11-21,11.916389,Medium Profit,Low Budget,1.7125620333333333
Larry Crowne,Comedy,Universal Pictures,30000000,36160375,6160375,98.0,en,5.7,2011-06-30,20.355458,Medium Profit,Low Budget,1.2053458333333333
Carrie,Drama,Screen Gems,30000000,82394288,52394288,100.0,en,5.8,2013-10-16,63.848541,Medium Profit,Low Budget,2.746476266666667
Take the Lead,Music,New Line Cinema,30000000,34742066,4742066,108.0,en,6.6,2006-03-17,8.999675,Medium Profit,Low Budget,1.1580688666666668
Gridiron Gang,Action,Columbia Pictures,30000000,41480851,11480851,125.0,en,6.5,2006-09-15,9.278361,Medium Profit,Low Budget,1.3826950333333334
9,Action,Focus Films,30000000,48428063,18428063,79.0,en,6.6,2009-08-19,55.806402,Medium Profit,Low Budget,1.6142687666666666
Side Effects,Thriller,Di Bonaventura Pictures,30000000,63372757,33372757,106.0,en,6.4,2013-02-07,48.237797,Medium Profit,Low Budget,2.1124252333333335
Winnie the Pooh,Animation,Walt Disney Pictures,30000000,14460000,-15540000,63.0,en,6.8,2011-04-13,19.143721,Loss,Low Budget,0.482
Dumb and Dumberer: When Harry Met Lloyd,Comedy,New Line Cinema,19000000,39267515,20267515,85.0,en,4.1,2003-06-13,15.67747,Medium Profit,Low Budget,2.066711315789474
Bulworth,Comedy,Twentieth Century Fox Film Corporation,30000000,29202884,-797116,108.0,en,6.3,1998-05-15,4.52363,Loss,Low Budget,0.9734294666666666
Virtuosity,Action,Paramount Pictures,30000000,24048000,-5952000,106.0,en,5.4,1995-08-04,5.301589,Loss,Low Budget,0.8016
Sanctum,Action,Universal Pictures,30000000,108609310,78609310,108.0,en,5.8,2011-02-03,20.063165,Medium Profit,Low Budget,3.6203103333333333
Little Black Book,Comedy,Revolution Studios,35000000,22034832,-12965168,111.0,en,5.2,2004-08-06,6.246199,Loss,Medium Budget,0.6295666285714285
The Five-Year Engagement,Comedy,Universal Pictures,30000000,53909751,23909751,124.0,en,5.7,2012-04-27,27.71063,Medium Profit,Low Budget,1.7969917
Mr. 3000,Comedy,Touchstone Pictures,30000000,21800302,-8199698,104.0,en,5.0,2004-06-15,2.850896,Loss,Low Budget,0.7266767333333334
The Next Three Days,Romance,Lionsgate,30000000,51148651,21148651,133.0,en,6.9,2010-11-18,34.421696,Medium Profit,Low Budget,1.7049550333333334
Ultraviolet,Science Fiction,Screen Gems,30000000,31070211,1070211,87.0,en,4.8,2006-03-03,15.89534,Medium Profit,Low Budget,1.0356737
Assault on Precinct 13,Thriller,Rogue Pictures,30000000,35294470,5294470,109.0,en,6.0,2005-01-19,18.706504,Medium Profit,Low Budget,1.1764823333333334
The Replacement Killers,Action,Columbia Pictures Corporation,30000000,19204929,-10795071,87.0,en,6.0,1998-02-06,9.607391,Loss,Low Budget,0.6401643
Fled,Action,Metro-Goldwyn-Mayer (MGM),25000000,17193231,-7806769,98.0,en,5.2,1996-07-19,2.77255,Loss,Low Budget,0.68772924
Love & Other Drugs,Drama,Bedford Falls Productions,30000000,102820008,72820008,112.0,en,6.6,2010-11-22,20.236951,Medium Profit,Low Budget,3.4273336
88 Minutes,Crime,TriStar Pictures,30000000,16930884,-13069116,108.0,en,5.7,2007-02-14,16.883429,Loss,Low Budget,0.5643628
North Country,Drama,Warner Bros.,35000000,25224242,-9775758,126.0,en,6.8,2005-02-12,12.779201,Loss,Medium Budget,0.7206926285714286
The Whole Ten Yards,Comedy,Cheyenne Enterprises,40000000,26155781,-13844219,98.0,en,5.5,2004-04-07,14.729386,Loss,Medium Budget,0.653894525
Howard the Duck,Comedy,Lucasfilm,37000000,37962774,962774,110.0,en,5.1,1986-08-01,11.374306,Medium Profit,Medium Budget,1.026020918918919
Pride and Glory,Thriller,New Line Cinema,30000000,31148328,1148328,130.0,en,6.3,2008-09-09,10.703602,Medium Profit,Low Budget,1.0382776
The Cave,Action,Lakeshore Entertainment,30000000,15007991,-14992009,97.0,en,5.1,2005-08-25,10.756266,Loss,Low Budget,0.5002663666666667
Alex & Emma,Comedy,Epsilon Motion Pictures,30000000,15368897,-14631103,96.0,en,5.0,2003-06-16,4.352422,Loss,Low Budget,0.5122965666666667
Wicker Park,Drama,Lakeshore Entertainment,30000000,13001257,-16998743,114.0,en,6.7,2004-09-03,9.301562,Loss,Low Budget,0.43337523333333333
Fright Night,Horror,Touchstone Pictures,17000000,24922237,7922237,106.0,en,6.0,2011-08-18,18.27083,Medium Profit,Low Budget,1.4660139411764705
The New World,Drama,New Line Cinema,30000000,30536013,536013,135.0,en,6.4,2005-12-25,19.106154,Medium Profit,Low Budget,1.0178671
Godsend,Drama,Lions Gate Films,25000000,30114487,5114487,102.0,en,4.7,2004-04-30,12.10235,Medium Profit,Low Budget,1.20457948
Chasing Liberty,Comedy,Alcon Entertainment,23000000,12,-22999988,111.0,en,6.1,2004-01-09,3.362045,Loss,Low Budget,5.217391304347826e-07
Hoodwinked Too! Hood VS. Evil,Comedy,HW Two,30000000,13521829,-16478171,86.0,en,4.8,2011-04-29,10.694417,Loss,Low Budget,0.4507276333333333
An Unfinished Life,Drama,Miramax Films,30000000,18618284,-11381716,108.0,en,6.7,2005-09-09,6.353971,Loss,Low Budget,0.6206094666666667
The Imaginarium of Doctor Parnassus,Adventure,Infinity Features Entertainment,30000000,64352607,34352607,123.0,en,6.3,2009-10-01,37.181019,Medium Profit,Low Budget,2.1450869
Barney's Version,Comedy,Serendipity Point Films,30000000,8454301,-21545699,134.0,en,7.2,2010-10-26,4.952735,Loss,Low Budget,0.2818100333333333
Runner Runner,Crime,Double Feature Films,30000000,62616646,32616646,91.0,en,5.5,2013-09-24,22.975918,Medium Profit,Low Budget,2.0872215333333335
Antitrust,Action,Industry Entertainment,30000000,18195610,-11804390,108.0,en,5.8,2001-01-12,8.359599,Loss,Low Budget,0.6065203333333333
Glory,War,TriStar Pictures,18000000,26828365,8828365,122.0,en,7.4,1989-12-15,16.102271,Medium Profit,Low Budget,1.4904647222222223
Miss Potter,Drama,BBC Films,30000000,35078241,5078241,92.0,en,6.3,2006-12-03,8.386432,Medium Profit,Low Budget,1.1692747
DOA: Dead or Alive,Adventure,Impact Pictures,21000000,480314,-20519686,87.0,en,5.0,2006-09-07,12.790408,Loss,Low Budget,0.022872095238095237
The Assassination of Jesse James by the Coward Robert Ford,Action,Plan B Entertainment,30000000,14711793,-15288207,160.0,en,7.0,2007-09-02,35.53352,Loss,Low Budget,0.4903931
1911,Adventure,Variance Films,30000000,108348,-29891652,125.0,zh,5.0,2011-07-03,4.065212,Loss,Low Budget,0.0036116
Machine Gun Preacher,Action,Mpower Pictures,30000000,2527904,-27472096,129.0,en,6.4,2011-09-23,13.268936,Loss,Low Budget,0.08426346666666666
Sausage Party,Adventure,Columbia Pictures,19000000,140752617,121752617,83.0,en,5.6,2016-07-11,66.242737,High Profit,Low Budget,7.4080324736842105
Pitch Perfect 2,Comedy,Universal Pictures,29000000,287506194,258506194,115.0,en,6.8,2015-05-07,71.496894,High Profit,Low Budget,9.914006689655173
Walk the Line,Drama,Tree Line Films,28000000,186438883,158438883,136.0,en,7.3,2005-09-13,35.580032,High Profit,Low Budget,6.658531535714285
Keeping the Faith,Comedy,Spyglass Entertainment,30000000,37036004,7036004,127.0,en,5.9,2000-04-14,8.085872,Medium Profit,Low Budget,1.2345334666666667
Confessions of a Dangerous Mind,Comedy,Miramax Films,30000000,33013805,3013805,113.0,en,6.6,2002-12-30,18.165957,Medium Profit,Low Budget,1.1004601666666667
Serving Sara,Comedy,Paramount Pictures,29000000,16930185,-12069815,100.0,en,5.0,2002-08-20,8.93941,Loss,Low Budget,0.5837994827586207
The Boss,Comedy,Universal Pictures,29000000,78636257,49636257,91.0,en,5.5,2016-04-07,20.55509,Medium Profit,Low Budget,2.7115950689655173
Seed of Chucky,Drama,Rogue Pictures,12000000,24829644,12829644,87.0,en,4.9,2004-11-11,12.653831,Medium Profit,Low Budget,2.069137
The Jacket,Drama,Section Eight,29000000,21126225,-7873775,103.0,en,6.8,2005-03-04,24.240361,Loss,Low Budget,0.7284905172413794
Aladdin,Animation,Walt Disney Pictures,28000000,504050219,476050219,90.0,en,7.4,1992-11-25,92.982009,High Profit,Low Budget,18.001793535714285
Straight Outta Compton,Drama,New Line Cinema,28000000,201634991,173634991,147.0,en,7.7,2015-08-13,61.76233,High Profit,Low Budget,7.201249678571428
Indiana Jones and the Temple of Doom,Adventure,Lucasfilm,28000000,333000000,305000000,118.0,en,7.1,1984-05-23,66.976776,High Profit,Low Budget,11.892857142857142
The Rugrats Movie,Animation,Nickelodeon Movies,30000000,100491683,70491683,79.0,en,5.7,1998-11-20,7.981116,Medium Profit,Low Budget,3.3497227666666665
Along Came a Spider,Crime,Paramount Pictures,60000000,105178561,45178561,104.0,en,6.1,2001-04-06,21.252797,Medium Profit,Medium Budget,1.7529760166666666
Florence Foster Jenkins,Comedy,BBC Films,29000000,48902953,19902953,110.0,en,6.6,2016-05-06,19.237254,Medium Profit,Low Budget,1.686308724137931
Once Upon a Time in Mexico,Action,Columbia Pictures Corporation,29000000,98185582,69185582,102.0,en,6.2,2003-09-11,27.555646,Medium Profit,Low Budget,3.3857097241379313
Die Hard,Action,Twentieth Century Fox Film Corporation,28000000,140767956,112767956,131.0,en,7.5,1988-07-15,66.169628,High Profit,Low Budget,5.027427
Role Models,Comedy,Universal Pictures,28000000,92380927,64380927,99.0,en,6.4,2008-02-03,24.917665,Medium Profit,Low Budget,3.2993188214285714
The Big Short,Comedy,Paramount Pictures,28000000,133346506,105346506,130.0,en,7.3,2015-12-11,57.518472,High Profit,Low Budget,4.762375214285714
Miracle,Drama,Walt Disney,28000000,64445708,36445708,135.0,en,7.0,2004-02-06,7.534003,Medium Profit,Low Budget,2.3016324285714287
Dawn of the Dead,Fantasy,New Amsterdam Entertainment,28000000,102356381,74356381,101.0,en,6.8,2004-03-19,44.529429,Medium Profit,Low Budget,3.6555850357142856
The Wedding Planner,Comedy,Columbia Pictures Corporation,35000000,94728529,59728529,103.0,en,5.5,2001-01-26,14.949395,Medium Profit,Medium Budget,2.7065294
Space Pirate Captain Harlock,Animation,Toei Animation Company,30000000,17137302,-12862698,115.0,ja,6.5,2013-09-07,14.726338,Loss,Low Budget,0.5712434
The Royal Tenenbaums,Comedy,Touchstone Pictures,21000000,71441250,50441250,110.0,en,7.4,2001-10-05,24.13081,Medium Profit,Low Budget,3.4019642857142856
Identity,Mystery,Konrad Pictures,30000000,90259536,60259536,90.0,en,7.1,2003-04-25,45.915165,Medium Profit,Low Budget,3.0086512
Last Vegas,Comedy,Laurence Mark Productions,28000000,134402450,106402450,105.0,en,6.4,2013-10-31,28.043508,High Profit,Low Budget,4.8000875
For Your Eyes Only,Adventure,United Artists,28000000,195312802,167312802,127.0,en,6.3,1981-06-23,26.090746,High Profit,Low Budget,6.975457214285714
Serendipity,Comedy,Miramax Films,28000000,77516304,49516304,90.0,en,6.6,2001-10-05,14.530803,Medium Profit,Low Budget,2.7684394285714284
Timecop,Thriller,Universal Pictures,27000000,101646581,74646581,99.0,en,5.5,1994-09-15,13.308127,Medium Profit,Low Budget,3.764688185185185
Zoolander,Comedy,Paramount Pictures,28000000,60780981,32780981,89.0,en,6.1,2001-09-28,38.0958,Medium Profit,Low Budget,2.1707493214285716
Safe Haven,Romance,Temple Hill Productions,28000000,97594140,69594140,115.0,en,6.9,2013-02-07,37.729059,Medium Profit,Low Budget,3.485505
Hocus Pocus,Comedy,Walt Disney Pictures,28000000,39514713,11514713,96.0,en,6.4,1993-07-16,18.650748,Medium Profit,Low Budget,1.41123975
No Reservations,Comedy,Village Roadshow Pictures,28000000,92601050,64601050,104.0,en,6.1,2007-07-25,15.794946,Medium Profit,Low Budget,3.3071803571428573
Kick-Ass,Action,Lionsgate,28000000,96188903,68188903,117.0,en,7.1,2010-03-22,45.054936,Medium Profit,Low Budget,3.4353179642857143
30 Minutes or Less,Action,Columbia Pictures,28000000,40547440,12547440,83.0,en,5.6,2011-08-11,25.039383,Medium Profit,Low Budget,1.448122857142857
Dracula 2000,Thriller,Neo Art & Logic,28000000,33000337,5000337,99.0,en,4.6,2000-12-22,6.756771,Medium Profit,Low Budget,1.1785834642857143
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Family,Walt Disney Pictures,28000000,100654149,72654149,81.0,en,6.1,2014-10-08,22.14595,Medium Profit,Low Budget,3.5947910357142856
Pride & Prejudice,Drama,Universal Pictures,28000000,121147947,93147947,135.0,en,7.7,2005-09-16,36.58383,Medium Profit,Low Budget,4.326712392857143
Blade Runner,Science Fiction,Shaw Brothers,28000000,33139618,5139618,117.0,en,7.9,1982-06-25,94.056131,Medium Profit,Low Budget,1.1835577857142856
Rob Roy,Adventure,United Artists,28000000,31596911,3596911,139.0,en,6.5,1995-04-13,10.703456,Medium Profit,Low Budget,1.1284611071428572
3 Days to Kill,Action,Wonderland Sound and Vision,28000000,52597999,24597999,113.0,en,6.0,2014-02-14,41.638961,Medium Profit,Low Budget,1.8784999642857143
We Own the Night,Drama,Columbia Pictures,21000000,54926886,33926886,117.0,en,6.5,2007-05-25,14.518708,Medium Profit,Low Budget,2.615566
Winged Migration,Documentary,Bac Films,35866397,20217080,-15649317,98.0,fr,7.0,2001-12-12,3.75074,Loss,Medium Budget,0.5636774722590618
Just My Luck,Comedy,Regency Enterprises,28000000,38159905,10159905,103.0,en,5.8,2006-05-12,22.074306,Medium Profit,Low Budget,1.36285375
"Mystery, Alaska",Drama,Hollywood Pictures,28000000,8888143,-19111857,119.0,en,6.0,1999-10-01,4.436792,Loss,Low Budget,0.31743367857142857
The Spy Next Door,Action,Robert Simonds Productions,28000000,45236543,17236543,94.0,en,5.5,2010-01-15,14.639324,Medium Profit,Low Budget,1.6155908214285715
A Simple Wish,Adventure,Universal Pictures,28000000,8345056,-19654944,86.0,en,5.5,1997-07-11,1.767479,Loss,Low Budget,0.2980377142857143
Ghosts of Mars,Action,Screen Gems,28000000,14010832,-13989168,98.0,en,4.8,2001-08-24,13.145205,Loss,Low Budget,0.5003868571428571
Our Brand Is Crisis,Comedy,Participant Media,28000000,7002261,-20997739,108.0,en,5.8,2015-09-11,12.921594,Loss,Low Budget,0.25008075
Pride and Prejudice and Zombies,Romance,Lionsgate,28000000,16374328,-11625672,108.0,en,5.5,2016-02-04,28.397048,Loss,Low Budget,0.5847974285714286
Kundun,Drama,Touchstone Pictures,28000000,5684789,-22315211,134.0,en,6.8,1997-12-25,7.039189,Loss,Low Budget,0.20302817857142857
How to Lose Friends & Alienate People,Comedy,UK Film Council,27000000,17286299,-9713701,110.0,en,6.2,2008-10-02,16.785866,Loss,Low Budget,0.6402332962962963
Kick-Ass 2,Action,Universal Pictures,28000000,60700000,32700000,103.0,en,6.3,2013-07-17,40.28635,Medium Profit,Low Budget,2.1678571428571427
Alatriste,Action,Twentieth Century Fox Film Corporation,24000000,23321954,-678046,145.0,es,5.6,2006-09-01,6.009644,Loss,Low Budget,0.9717480833333333
Brick Mansions,Action,Canal+,28000000,68896829,40896829,90.0,en,5.7,2014-04-22,25.520976,Medium Profit,Low Budget,2.460601035714286
Octopussy,Adventure,Eon Productions,27500000,187500000,160000000,131.0,en,6.2,1983-06-05,25.633663,High Profit,Low Budget,6.818181818181818
Knocked Up,Comedy,Universal Pictures,30000000,219076518,189076518,129.0,en,6.2,2007-06-01,22.527211,High Profit,Low Budget,7.3025506
My Sister's Keeper,Drama,Mark Johnson Productions,30000000,95714875,65714875,109.0,en,7.1,2009-06-26,24.09152,Medium Profit,Low Budget,3.1904958333333333
Welcome Home Roscoe Jenkins,Comedy,Universal Pictures,35000000,43650785,8650785,114.0,en,5.7,2008-02-08,6.248273,Medium Profit,Medium Budget,1.2471652857142856
A Passage to India,Drama,Columbia Pictures,8000000,27187653,19187653,163.0,en,6.9,1984-12-14,9.548391,Medium Profit,Low Budget,3.398456625
Notes on a Scandal,Drama,Fox Searchlight Pictures,15000000,49469904,34469904,92.0,en,6.9,2006-12-25,12.576381,Medium Profit,Low Budget,3.2979936
Rendition,Drama,Anonymous Content,27500000,24748670,-2751330,120.0,en,6.2,2007-09-07,12.741073,Loss,Low Budget,0.8999516363636364
Star Trek VI: The Undiscovered Country,Science Fiction,Paramount Pictures,27000000,96900000,69900000,113.0,en,6.7,1991-12-05,16.188572,Medium Profit,Low Budget,3.588888888888889
Kiss the Girls,Drama,Paramount Pictures,27000000,60527873,33527873,115.0,en,6.2,1997-10-03,18.913,Medium Profit,Low Budget,2.2417730740740742
The Blues Brothers,Music,Universal Pictures,27000000,115229890,88229890,133.0,en,7.5,1980-06-17,44.714264,Medium Profit,Low Budget,4.267773703703703
The Sisterhood of the Traveling Pants 2,Adventure,Unknown,27000000,44352417,17352417,117.0,en,6.0,2008-08-06,11.870301,Medium Profit,Low Budget,1.6426821111111112
About a Boy,Drama,Universal Pictures,27000000,129000000,102000000,101.0,en,6.6,2002-04-26,28.227984,High Profit,Low Budget,4.777777777777778
Lake Placid,Horror,Fox 2000 Pictures,27000000,56870414,29870414,82.0,en,5.5,1999-07-15,11.678561,Medium Profit,Low Budget,2.1063116296296296
Lucky Number Slevin,Drama,The Weinstein Company,27000000,56308881,29308881,110.0,en,7.4,2006-02-24,36.921445,Medium Profit,Low Budget,2.0855141111111113
The Right Stuff,Drama,Warner Bros.,27000000,21500000,-5500000,193.0,en,7.3,1983-10-20,17.567332,Loss,Low Budget,0.7962962962962963
Anonymous,Drama,Columbia Pictures,30000000,15395087,-14604913,130.0,en,6.3,2011-10-21,16.698316,Loss,Low Budget,0.5131695666666667
The NeverEnding Story,Drama,Producers Sales Organization,27000000,20158808,-6841192,102.0,en,7.0,1984-04-05,47.862016,Loss,Low Budget,0.7466225185185185
Dark City,Mystery,New Line Cinema,27000000,27200316,200316,100.0,en,7.2,1998-02-27,39.324831,Medium Profit,Low Budget,1.007419111111111
Return to Oz,Adventure,Silver Screen Partners II,25000000,11137801,-13862199,109.0,en,6.7,1985-06-21,5.650125,Loss,Low Budget,0.44551204
The Newton Boys,Crime,Twentieth Century Fox Film Corporation,27000000,76000000,49000000,113.0,en,5.9,1998-03-26,3.123583,Medium Profit,Low Budget,2.814814814814815
Case 39,Horror,Paramount Vantage,27000000,29000000,2000000,109.0,en,6.1,2009-08-13,23.917982,Medium Profit,Low Budget,1.0740740740740742
Suspect Zero,Crime,Paramount Pictures,27000000,13000000,-14000000,99.0,en,5.5,2004-08-27,8.715822,Loss,Low Budget,0.48148148148148145
Spy Kids: All the Time in the World,Family,Dimension Films,27000000,85564310,58564310,89.0,en,4.4,2011-08-18,14.788073,Medium Profit,Low Budget,3.1690485185185184
Money Monster,Thriller,TriStar Pictures,27000000,93282604,66282604,98.0,en,6.5,2016-05-12,38.279458,Medium Profit,Low Budget,3.4549112592592595
The 51st State,Thriller,Film Council,28,14,-14,93.0,en,5.9,2001-12-07,9.670031,Loss,Low Budget,0.5
Mindhunters,Mystery,Avenue Pictures Productions,27000000,21148829,-5851171,106.0,en,6.3,2004-05-07,17.193659,Loss,Low Budget,0.7832899629629629
What Just Happened,Comedy,2929 Productions,25000000,6673422,-18326578,104.0,en,5.2,2008-10-17,8.31653,Loss,Low Budget,0.26693688
Paul Blart: Mall Cop,Action,Columbia Pictures,26000000,183293131,157293131,91.0,en,5.2,2009-01-15,31.250383,High Profit,Low Budget,7.049735807692308
